DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,2014,247,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,2015,261,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,2016,279,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,2017,307,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,2018,332,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,2019,357,e
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,2020,379,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,2021,400,e
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,2022,413,e
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,2023,425,e
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Serbia,2006,204,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Serbia,2007,201,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Serbia,2008,203,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Serbia,2009,225,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Serbia,2010,216,b
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Serbia,2015,259,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Serbia,2016,268,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Serbia,2017,281,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Serbia,2018,287,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Serbia,2019,301,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Serbia,2020,315,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Serbia,2021,329,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Serbia,2022,352,b
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Serbia,2023,362,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,1990,419,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,1991,419,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,1992,413,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,1993,408,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,1994,408,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,1995,411,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,1996,413,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,1997,418,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,1998,428,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,1999,439,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,2000,450,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,2001,451,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,2002,452,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,2003,454,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,2004,456,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,2005,459,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,2006,461,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,2007,464,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,2008,462,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,2009,460,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,2010,460,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,2011,464,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,2012,465,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,2013,466,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,2014,470,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,2015,474,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,2016,477,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,2017,479,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,2018,476,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,2019,473,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,2020,476,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,2021,477,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,2022,473,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Sweden,2023,472,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,1990,289,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,1991,297,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,1992,304,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,1993,318,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,1994,330,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,1995,351,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,1996,366,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,1997,392,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,1998,411,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,1999,427,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,2000,437,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,2001,444,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,2002,458,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,2003,446,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,2004,456,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,2005,479,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,2006,487,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,2007,504,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,2008,514,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,2009,517,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,2010,518,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,2011,519,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,2012,518,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,2013,518,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,2014,518,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,2015,523,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,2016,531,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,2017,541,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,2018,549,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,2019,556,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,2020,555,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,2021,564,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,2022,571,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovenia,2023,579,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,1990,240,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,1991,171,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,1992,179,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,1993,186,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,1994,186,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,1995,189,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,1996,197,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,1997,211,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,1998,222,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,1999,229,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,2000,237,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,2001,240,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,2002,247,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,2003,252,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,2004,223,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,2005,243,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,2006,248,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,2007,267,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,2008,287,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,2009,295,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,2010,310,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,2011,324,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,2012,337,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,2013,347,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,2014,360,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,2015,375,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,2016,390,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,2017,408,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,2018,426,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,2019,439,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,2020,447,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,2021,459,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,2022,471,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Slovakia,2023,487,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,1990,29,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,1991,32,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,1992,37,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,1993,44,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,1994,47,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,1995,49,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,1996,52,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,1997,55,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,1998,58,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,1999,61,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,2000,68,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,2001,69,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,2002,69,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,2003,70,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,2004,79,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,2005,84,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,2006,88,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,2007,92,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,2008,95,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,2009,98,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,2010,102,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,2011,109,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,2012,114,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,2013,121,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,2014,127,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,2015,134,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,2016,142,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,2017,149,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,2018,151,be
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,2019,150,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,2020,157,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,2021,162,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,2022,167,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Türkiye,2023,178,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Ukraine,2014,,z
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Ukraine,2020,,z
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Ukraine,2021,,z
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Ukraine,2022,,z
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,1990,361,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,1991,361,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,1992,364,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,1993,368,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,1994,375,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,1995,378,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,1996,392,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,1997,402,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,1998,408,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,1999,419,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,2000,425,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,2001,435,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,2002,445,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,2003,451,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,2004,461,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,2005,467,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,2006,456,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,2007,458,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,2008,458,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,2009,452,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,2010,451,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,2011,448,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,2012,449,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,2015,463,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,2016,469,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,2017,471,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,2018,473,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,2020,,z
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,2021,476,s
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,United Kingdom,2022,480,s
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Kosovo*,2013,122,e
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Kosovo*,2014,131,e
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Kosovo*,2015,159,e
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Kosovo*,2016,146,e
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Kosovo*,2017,94,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Kosovo*,2018,143,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Kosovo*,2019,174,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Kosovo*,2020,163,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Kosovo*,2021,182,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Kosovo*,2022,191,s
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Kosovo*,2023,205,s
